season,wins,draws,losses,points
6443,18,9,7,63
6444,15,13,6,58
6445,12,6,16,42
6446,14,12,8,54
6447,19,7,8,64
6448,17,8,9,59
6449,14,6,14,48
6450,14,5,15,47
6451,16,5,13,53
6452,19,3,12,60
6453,15,9,10,54
6454,12,9,13,45
6455,18,6,10,60
6456,18,6,10,60
6457,17,6,11,57
6458,16,3,15,51
6459,15,9,10,54
6460,16,7,11,55
6461,17,5,12,56
6462,15,8,11,53
6463,11,6,17,39
6464,12,8,14,44
6465,20,8,6,68
6466,16,8,10,56
6467,17,11,6,62
6468,15,9,10,54
6469,18,5,11,59
6470,22,7,5,73
6471,16,6,12,54
6472,15,7,12,52
6473,14,7,13,49
6474,18,5,11,59
6475,17,7,10,58
6476,12,8,14,44
6477,13,10,11,49
6478,17,9,8,60
6479,18,5,11,59
6480,21,4,9,67
6481,14,5,15,47
6482,16,8,10,56
6483,14,5,15,47
6484,13,10,11,49
6485,15,11,8,56
6486,19,9,6,66
6487,15,4,15,49
6488,8,9,17,33
6489,11,9,14,42
6490,18,6,10,60
6491,16,6,12,54
6492,10,11,13,41
6493,15,10,9,55
6494,21,5,8,68
6495,17,4,13,55
6496,18,6,10,60
6497,16,9,9,57
6498,13,12,9,51
6499,17,7,10,58
6500,16,4,14,52
6501,17,7,10,58
6502,19,7,8,64
6503,19,3,12,60
6504,15,7,12,52
6505,19,3,12,60
6506,14,5,15,47
6507,15,11,8,56
6508,16,8,10,56
6509,20,5,9,65
6510,18,6,10,60
6511,17,6,11,57
6512,15,11,8,56
6513,16,3,15,51
6514,15,3,16,48
6515,14,7,13,49
6516,15,7,12,52
6517,16,4,14,52
6518,14,5,15,47
6519,20,10,4,70
6520,16,7,11,55
6521,10,11,13,41
6522,17,7,10,58
6523,15,7,12,52
6524,14,8,12,50
6525,10,12,12,42
6526,17,5,12,56
6527,14,9,11,51
6528,13,10,11,49
6529,16,6,12,54
6530,14,7,13,49
6531,15,5,14,50
6532,24,9,1,81
6533,16,7,11,55
6534,19,9,6,66
6535,16,6,12,54
6536,16,10,8,58
6537,16,11,7,59
6538,13,9,12,48
6539,13,10,11,49
6540,12,8,14,44
6541,21,7,6,70
6542,21,5,8,68
6543,22,5,7,71
6544,17,7,10,58
6545,12,5,17,41
6546,15,7,12,52
6547,11,14,9,47
6548,14,7,13,49
6549,9,10,15,37
6550,21,7,6,70
6551,14,7,13,49
6552,17,8,9,59
6553,22,6,6,72
6554,21,5,8,68
6555,17,6,11,57
6556,14,9,11,51
6557,17,8,9,59
6558,15,12,7,57
6559,19,5,10,62
6560,17,5,12,56
6561,19,4,11,61
6562,18,8,8,62
6563,20,2,12,62
6564,16,7,11,55
6565,15,10,9,55
6566,15,11,8,56
6567,17,5,12,56
6568,16,7,11,55
6569,17,8,9,59
6570,19,5,10,62
6571,20,5,9,65
6572,17,6,11,57
6573,16,7,11,55
6574,16,11,7,59
6575,15,10,9,55
6576,20,4,10,64
6577,15,9,10,54
6578,18,8,8,62
6579,18,2,14,56
6580,21,2,11,65
6581,21,6,7,69
6582,16,10,8,58
6583,16,10,8,58
6584,17,6,11,57
6585,13,10,11,49
6586,13,6,15,45
6587,16,8,10,56
6588,18,1,15,55
6589,14,6,14,48
6590,12,6,16,42
6591,18,8,8,62
6592,17,4,13,55
6593,14,8,12,50
6594,19,5,10,62
6595,14,6,14,48
6596,15,7,12,52
6597,17,8,9,59
6598,17,10,7,61
6599,23,3,8,72
6600,19,9,6,66
6601,15,8,11,53
6602,16,7,11,55
6603,16,9,9,57
6604,18,6,10,60
6605,17,6,11,57
6606,12,9,13,45
6607,18,4,12,58
6608,18,6,10,60
6609,16,6,12,54
6610,11,12,11,45
6611,16,4,14,52
6612,12,10,12,46
6613,14,8,12,50
6614,16,6,12,54
6615,15,10,9,55
6616,15,9,10,54
6617,19,5,10,62
6618,20,6,8,66
6619,16,11,7,59
6620,21,3,10,66
6621,17,9,8,60
6622,16,2,16,50
6623,16,10,8,58
6624,16,4,14,52
6625,15,9,10,54
6626,18,5,11,59
6627,18,7,9,61
6628,19,5,10,62
6629,15,9,10,54
6630,17,8,9,59
6631,17,6,11,57
6632,13,6,15,45
6633,10,11,13,41
6634,13,10,11,49
6635,10,15,9,45
6636,16,10,8,58
6637,13,12,9,51
6638,17,5,12,56
6639,12,12,10,48
6640,19,4,11,61
6641,14,10,10,52
6642,14,10,10,52
6643,20,5,9,65
6644,16,7,11,55
6645,18,7,9,61
6646,16,11,7,59
6647,22,6,6,72
6648,11,13,10,46
6649,13,10,11,49
6650,18,8,8,62
6651,20,6,8,66
6652,15,9,10,54
6653,16,5,13,53
6654,16,7,11,55
6655,13,8,13,47
6656,18,6,10,60
6657,20,10,4,70
6658,13,15,6,54
6659,15,7,12,52
6660,18,9,7,63
6661,13,11,10,50
6662,19,6,9,63
6663,12,5,17,41
6664,17,6,11,57
6665,15,6,13,51
6666,12,10,12,46
6667,14,8,12,50
6668,15,8,11,53
6669,11,12,11,45
6670,16,7,11,55
6671,17,5,12,56
6672,15,10,9,55
6673,9,10,15,37
6674,13,8,13,47
6675,16,10,8,58
6676,17,10,7,61
6677,9,10,15,37
6678,19,6,9,63
6679,17,6,11,57
6680,17,8,9,59
6681,14,9,11,51
6682,19,8,7,65
6683,18,2,14,56
6684,17,8,9,59
6685,16,7,11,55
6686,15,8,11,53
6687,18,6,10,60
6688,19,7,8,64
6689,14,6,14,48
6690,18,8,8,62
6691,17,5,12,56
6692,14,7,13,49
6693,20,4,10,64
6694,14,8,12,50
6695,12,10,12,46
6696,8,14,12,38
6697,13,10,11,49
6698,13,7,14,46
6699,18,9,7,63
6700,20,5,9,65
6701,16,9,9,57
6702,13,12,9,51
6703,16,4,14,52
6704,16,10,8,58
6705,19,7,8,64
6706,19,7,8,64
6707,19,4,11,61
6708,16,5,13,53
6709,15,10,9,55
6710,17,8,9,59
6711,23,6,5,75
6712,16,8,10,56
6713,15,7,12,52
6714,16,7,11,55
6715,24,4,6,76
6716,18,7,9,61
6717,13,10,11,49
6718,14,6,14,48
6719,15,5,14,50
6720,15,11,8,56
6721,19,7,8,64
6722,14,7,13,49
6723,16,3,15,51
6724,14,4,16,46
6725,15,6,13,51
6726,15,7,12,52
6727,14,5,15,47
6728,18,8,8,62
6729,15,6,13,51
6730,15,7,12,52
6731,15,5,14,50
6732,14,9,11,51
6733,18,4,12,58
6734,14,13,7,55
6735,19,5,10,62
6736,15,8,11,53
6737,16,9,9,57
6738,21,3,10,66
6739,16,7,11,55
6740,12,14,8,50
6741,21,6,7,69
6742,14,7,13,49
6743,19,6,9,63
6744,19,6,9,63
6745,15,10,9,55
6746,20,6,8,66
6747,17,6,11,57
6748,16,7,11,55
6749,14,11,9,53
6750,19,8,7,65
6751,18,5,11,59
6752,21,5,8,68
6753,18,9,7,63
6754,18,5,11,59
6755,20,4,10,64
6756,16,8,10,56
6757,18,5,11,59
6758,10,10,14,40
6759,20,5,9,65
6760,13,11,10,50
6761,19,8,7,65
6762,16,7,11,55
6763,19,7,8,64
6764,18,8,8,62
6765,14,8,12,50
6766,21,8,5,71
6767,13,8,13,47
6768,19,5,10,62
6769,16,5,13,53
6770,12,8,14,44
6771,12,10,12,46
6772,17,8,9,59
6773,18,7,9,61
6774,19,4,11,61
6775,18,9,7,63
6776,19,8,7,65
6777,13,12,9,51
6778,22,6,6,72
6779,22,4,8,70
6780,19,7,8,64
6781,16,5,13,53
6782,21,4,9,67
6783,16,12,6,60
6784,15,8,11,53
6785,14,10,10,52
6786,18,9,7,63
6787,20,7,7,67
6788,13,9,12,48
6789,18,4,12,58
6790,17,6,11,57
6791,19,8,7,65
6792,10,13,11,43
6793,14,10,10,52
6794,15,6,13,51
6795,14,5,15,47
6796,18,9,7,63
6797,17,4,13,55
6798,23,5,6,74
6799,22,2,10,68
6800,14,6,14,48
6801,18,6,10,60
6802,16,9,9,57
6803,18,8,8,62
6804,17,9,8,60
6805,17,8,9,59
6806,19,8,7,65
6807,18,11,5,65
6808,17,5,12,56
6809,13,9,12,48
6810,19,4,11,61
6811,13,6,15,45
6812,15,5,14,50
6813,12,9,13,45
6814,17,5,12,56
6815,16,8,10,56
6816,21,4,9,67
6817,16,4,14,52
6818,14,7,13,49
6819,17,9,8,60
6820,17,7,10,58
6821,17,7,10,58
6822,15,6,13,51
6823,18,5,11,59
6824,17,7,10,58
6825,15,5,14,50
6826,21,5,8,68
6827,21,3,10,66
6828,16,11,7,59
6829,19,6,9,63
6830,15,10,9,55
6831,19,8,7,65
6832,12,15,7,51
6833,11,11,12,44
6834,16,6,12,54
6835,14,10,10,52
6836,13,10,11,49
6837,18,6,10,60
6838,13,12,9,51
6839,14,8,12,50
6840,18,6,10,60
6841,13,7,14,46
6842,20,6,8,66
6843,15,8,11,53
6844,16,4,14,52
6845,14,6,14,48
6846,18,5,11,59
6847,15,4,15,49
6848,22,7,5,73
6849,15,8,11,53
6850,15,8,11,53
6851,15,7,12,52
6852,14,6,14,48
6853,18,7,9,61
6854,16,5,13,53
6855,15,5,14,50
6856,12,7,15,43
6857,21,6,7,69
6858,15,4,15,49
6859,11,10,13,43
6860,14,7,13,49
6861,14,6,14,48
6862,11,9,14,42
6863,17,7,10,58
6864,14,12,8,54
6865,18,4,12,58
6866,20,5,9,65
6867,14,6,14,48
6868,13,8,13,47
6869,18,6,10,60
6870,18,9,7,63
6871,18,7,9,61
6872,15,11,8,56
6873,17,6,11,57
6874,15,9,10,54
6875,13,5,16,44
6876,18,9,7,63
6877,13,7,14,46
6878,18,7,9,61
6879,15,5,14,50
6880,21,4,9,67
6881,15,2,17,47
6882,17,4,13,55
6883,15,10,9,55
6884,11,7,16,40
6885,14,10,10,52
6886,17,4,13,55
6887,23,2,9,71
6888,12,6,16,42
6889,16,5,13,53
6890,14,8,12,50
6891,12,9,13,45
6892,14,10,10,52
6893,15,9,10,54
6894,14,11,9,53
6895,16,8,10,56
6896,15,10,9,55
6897,16,6,12,54
6898,16,7,11,55
6899,14,1,19,43
6900,19,9,6,66
6901,19,11,4,68
6902,18,10,6,64
6903,14,9,11,51
6904,22,5,7,71
6905,16,8,10,56
6906,15,6,13,51
6907,16,6,12,54
6908,14,5,15,47
6909,12,17,5,53
6910,18,6,10,60
6911,19,6,9,63
6912,16,4,14,52
6913,14,7,13,49
6914,16,10,8,58
6915,14,10,10,52
6916,19,6,9,63
6917,17,4,13,55
6918,16,6,12,54
6919,13,8,13,47
6920,12,8,14,44
6921,18,7,9,61
6922,19,7,8,64
6923,18,8,8,62
6924,17,7,10,58
6925,16,8,10,56
6926,20,6,8,66
6927,15,8,11,53
6928,17,11,6,62
6929,11,5,18,38
6930,18,10,6,64
6931,16,8,10,56
6932,17,5,12,56
6933,16,7,11,55
6934,15,7,12,52
6935,22,4,8,70
6936,12,11,11,47
6937,16,4,14,52
6938,16,8,10,56
6939,9,10,15,37
6940,15,7,12,52
6941,14,11,9,53
6942,14,11,9,53
6943,13,7,14,46
6944,14,6,14,48
6945,15,10,9,55
6946,21,3,10,66
6947,16,8,10,56
6948,13,8,13,47
6949,13,10,11,49
6950,17,8,9,59
6951,21,4,9,67
6952,15,4,15,49
6953,12,9,13,45
6954,16,6,12,54
6955,15,7,12,52
6956,15,9,10,54
6957,12,6,16,42
6958,19,4,11,61
6959,17,9,8,60
6960,20,5,9,65
6961,14,8,12,50
6962,18,5,11,59
6963,20,6,8,66
6964,17,9,8,60
6965,20,5,9,65
6966,17,10,7,61
6967,12,12,10,48
6968,16,10,8,58
6969,16,6,12,54
6970,17,8,9,59
6971,25,3,6,78
6972,20,3,11,63
6973,15,8,11,53
6974,16,10,8,58
6975,16,5,13,53
6976,18,6,10,60
6977,14,9,11,51
6978,19,6,9,63
6979,16,7,11,55
6980,19,3,12,60
6981,14,6,14,48
6982,17,6,11,57
6983,14,11,9,53
6984,22,7,5,73
6985,21,4,9,67
6986,19,4,11,61
6987,11,11,12,44
6988,13,9,12,48
6989,14,10,10,52
6990,18,7,9,61
6991,15,4,15,49
6992,11,8,15,41
6993,15,7,12,52
6994,13,8,13,47
6995,17,6,11,57
6996,20,4,10,64
6997,16,7,11,55
6998,19,3,12,60
6999,18,8,8,62
7000,19,6,9,63
7001,18,5,11,59
7002,21,2,11,65
7003,14,5,15,47
7004,20,4,10,64
7005,17,8,9,59
7006,17,7,10,58
7007,19,9,6,66
7008,16,8,10,56
7009,12,7,15,43
7010,17,4,13,55
7011,14,6,14,48
7012,14,8,12,50
7013,14,9,11,51
7014,19,5,10,62
7015,12,9,13,45
7016,12,10,12,46
7017,15,5,14,50
7018,16,10,8,58
7019,13,12,9,51
7020,21,6,7,69
7021,20,5,9,65
7022,15,9,10,54
7023,17,9,8,60
7024,18,8,8,62
7025,10,11,13,41
7026,20,4,10,64
7027,15,8,11,53
7028,20,4,10,64
7029,15,9,10,54
7030,14,10,10,52
7031,18,6,10,60
7032,19,3,12,60
7033,18,9,7,63
7034,15,10,9,55
7035,17,9,8,60
7036,13,4,17,43
7037,17,8,9,59
7038,15,4,15,49
7039,17,6,11,57
7040,17,6,11,57
7041,16,5,13,53
7042,13,4,17,43
7043,13,10,11,49
7044,19,5,10,62
7045,17,6,11,57
7046,11,7,16,40
7047,14,8,12,50
7048,23,3,8,72
7049,20,5,9,65
7050,18,6,10,60
7051,17,6,11,57
7052,19,10,5,67
7053,22,4,8,70
7054,13,6,15,45
7055,15,6,13,51
7056,12,12,10,48
7057,16,5,13,53
7058,16,8,10,56
7059,17,4,13,55
7060,18,9,7,63
7061,13,9,12,48
7062,20,5,9,65
7063,17,7,10,58
7064,14,10,10,52
7065,19,5,10,62
7066,17,7,10,58
7067,17,7,10,58
7068,16,4,14,52
7069,18,6,10,60
7070,16,8,10,56
7071,14,8,12,50
7072,12,11,11,47
7073,23,4,7,73
7074,16,5,13,53
7075,12,12,10,48
7076,12,6,16,42
7077,16,5,13,53
7078,15,10,9,55
7079,21,6,7,69
7080,21,4,9,67
7081,20,5,9,65
7082,16,5,13,53
7083,16,5,13,53
7084,22,3,9,69
7085,17,6,11,57
7086,11,11,12,44
7087,14,9,11,51
7088,18,5,11,59
7089,19,8,7,65
7090,18,9,7,63
7091,18,9,7,63
7092,19,7,8,64
7093,9,7,18,34
7094,18,4,12,58
7095,12,12,10,48
7096,19,6,9,63
7097,16,9,9,57
7098,10,10,14,40
7099,13,13,8,52
7100,15,9,10,54
7101,17,7,10,58
7102,18,8,8,62
7103,22,5,7,71
7104,20,7,7,67
7105,20,5,9,65
7106,20,2,12,62
7107,15,8,11,53
7108,13,8,13,47
7109,16,10,8,58
7110,23,4,7,73
7111,13,11,10,50
7112,15,7,12,52
7113,20,9,5,69
7114,18,3,13,57
7115,20,9,5,69
7116,17,10,7,61
7117,18,4,12,58
7118,16,8,10,56
7119,17,9,8,60
7120,14,10,10,52
7121,18,8,8,62
7122,15,6,13,51
7123,11,9,14,42
7124,18,5,11,59
7125,18,5,11,59
7126,17,6,11,57
7127,19,6,9,63
7128,13,10,11,49
7129,18,5,11,59
7130,18,8,8,62
7131,16,7,11,55
7132,20,4,10,64
7133,19,6,9,63
7134,15,12,7,57
7135,12,9,13,45
7136,15,7,12,52
7137,17,6,11,57
7138,15,6,13,51
7139,17,5,12,56
7140,12,11,11,47
7141,17,6,11,57
7142,18,5,11,59
7143,19,11,4,68
7144,16,4,14,52
7145,16,7,11,55
7146,11,12,11,45
7147,16,7,11,55
7148,11,9,14,42
7149,16,7,11,55
7150,17,8,9,59
7151,18,4,12,58
7152,16,8,10,56
7153,12,9,13,45
7154,15,10,9,55
7155,12,9,13,45
7156,18,12,4,66
7157,17,8,9,59
7158,17,4,13,55
7159,16,8,10,56
7160,16,8,10,56
7161,15,8,11,53
7162,20,7,7,67
7163,13,9,12,48
7164,17,11,6,62
7165,19,5,10,62
7166,11,8,15,41
7167,20,3,11,63
7168,21,8,5,71
7169,15,8,11,53
7170,10,10,14,40
7171,19,5,10,62
7172,23,4,7,73
7173,16,8,10,56
7174,20,6,8,66
7175,16,7,11,55
7176,17,5,12,56
7177,20,5,9,65
7178,16,11,7,59
7179,17,7,10,58
7180,17,9,8,60
7181,22,8,4,74
7182,14,7,13,49
7183,20,7,7,67
7184,16,9,9,57
7185,15,6,13,51
7186,17,7,10,58
7187,16,6,12,54
7188,13,11,10,50
7189,13,6,15,45
7190,15,10,9,55
7191,12,11,11,47
7192,16,10,8,58
7193,15,10,9,55
7194,17,9,8,60
7195,16,4,14,52
7196,10,11,13,41
7197,17,2,15,53
7198,14,6,14,48
7199,15,6,13,51
7200,20,5,9,65
7201,16,7,11,55
7202,16,13,5,61
7203,19,3,12,60
7204,12,6,16,42
7205,17,6,11,57
7206,14,10,10,52
7207,17,8,9,59
7208,16,8,10,56
7209,18,4,12,58
7210,19,6,9,63
7211,15,4,15,49
7212,18,7,9,61
7213,15,7,12,52
7214,20,6,8,66
7215,17,8,9,59
7216,13,10,11,49
7217,16,9,9,57
7218,18,6,10,60
7219,17,10,7,61
7220,20,6,8,66
7221,18,6,10,60
7222,18,7,9,61
7223,17,6,11,57
7224,15,6,13,51
7225,14,5,15,47
7226,11,7,16,40
7227,19,4,11,61
7228,11,11,12,44
7229,14,9,11,51
7230,20,6,8,66
7231,18,4,12,58
7232,17,8,9,59
7233,12,7,15,43
7234,16,4,14,52
7235,22,4,8,70
7236,17,9,8,60
7237,19,5,10,62
7238,17,4,13,55
7239,17,10,7,61
7240,12,11,11,47
7241,18,7,9,61
7242,15,10,9,55
7243,17,9,8,60
7244,11,10,13,43
7245,15,8,11,53
7246,14,11,9,53
7247,16,6,12,54
7248,16,6,12,54
7249,12,8,14,44
7250,16,8,10,56
7251,12,11,11,47
7252,12,9,13,45
7253,17,5,12,56
7254,14,11,9,53
7255,17,6,11,57
7256,13,9,12,48
7257,18,7,9,61
7258,16,6,12,54
7259,13,7,14,46
7260,17,7,10,58
7261,17,8,9,59
7262,13,7,14,46
7263,14,11,9,53
7264,16,7,11,55
7265,13,9,12,48
7266,18,6,10,60
7267,9,8,17,35
7268,12,9,13,45
7269,14,10,10,52
7270,18,6,10,60
7271,16,5,13,53
7272,13,12,9,51
7273,16,9,9,57
7274,18,11,5,65
7275,19,6,9,63
7276,17,4,13,55
7277,17,6,11,57
7278,15,8,11,53
7279,15,12,7,57
7280,16,9,9,57
7281,19,5,10,62
7282,17,5,12,56
7283,14,6,14,48
7284,17,7,10,58
7285,14,8,12,50
7286,17,4,13,55
7287,14,8,12,50
7288,14,8,12,50
7289,13,6,15,45
7290,16,7,11,55
7291,17,7,10,58
7292,15,6,13,51
7293,18,6,10,60
7294,21,4,9,67
7295,13,8,13,47
7296,15,7,12,52
7297,15,9,10,54
7298,13,9,12,48
7299,15,8,11,53
7300,12,6,16,42
7301,17,9,8,60
7302,22,4,8,70
7303,13,8,13,47
7304,18,6,10,60
7305,15,11,8,56
7306,17,4,13,55
7307,11,5,18,38
7308,13,7,14,46
7309,17,6,11,57
7310,18,5,11,59
7311,18,6,10,60
7312,18,7,9,61
7313,18,4,12,58
7314,18,5,11,59
7315,15,8,11,53
7316,17,7,10,58
7317,18,7,9,61
7318,13,6,15,45
7319,19,7,8,64
7320,18,3,13,57
7321,16,8,10,56
7322,21,6,7,69
7323,14,10,10,52
7324,17,10,7,61
7325,17,8,9,59
7326,19,8,7,65
7327,15,6,13,51
7328,13,9,12,48
7329,14,9,11,51
7330,17,9,8,60
7331,16,9,9,57
7332,22,5,7,71
7333,10,12,12,42
7334,18,9,7,63
7335,15,7,12,52
7336,19,7,8,64
7337,13,7,14,46
7338,18,8,8,62
7339,18,7,9,61
7340,16,7,11,55
7341,22,6,6,72
7342,23,5,6,74
7343,15,2,17,47
7344,15,6,13,51
7345,9,12,13,39
7346,14,7,13,49
7347,18,6,10,60
7348,14,10,10,52
7349,18,7,9,61
7350,15,5,14,50
7351,18,9,7,63
7352,15,9,10,54
7353,22,3,9,69
7354,15,7,12,52
7355,16,9,9,57
7356,17,6,11,57
7357,17,4,13,55
7358,15,8,11,53
7359,18,2,14,56
7360,16,10,8,58
7361,18,9,7,63
7362,17,5,12,56
7363,18,5,11,59
7364,15,10,9,55
7365,14,10,10,52
7366,14,5,15,47
7367,20,3,11,63
7368,12,12,10,48
7369,17,10,7,61
7370,15,9,10,54
7371,21,5,8,68
7372,16,7,11,55
7373,16,6,12,54
7374,17,8,9,59
7375,14,9,11,51
7376,16,9,9,57
7377,14,8,12,50
7378,17,5,12,56
7379,17,2,15,53
7380,13,11,10,50
7381,10,10,14,40
7382,13,9,12,48
7383,15,9,10,54
7384,15,10,9,55
7385,10,6,18,36
7386,10,10,14,40
7387,16,5,13,53
7388,16,6,12,54
7389,14,3,17,45
7390,18,7,9,61
7391,20,4,10,64
7392,13,8,13,47
7393,15,5,14,50
7394,17,8,9,59
7395,15,5,14,50
7396,19,7,8,64
7397,17,5,12,56
7398,16,10,8,58
7399,16,5,13,53
7400,10,14,10,44
7401,19,8,7,65
7402,21,7,6,70
7403,19,8,7,65
7404,16,8,10,56
7405,19,6,9,63
7406,21,4,9,67
7407,13,11,10,50
7408,15,8,11,53
7409,14,6,14,48
7410,19,5,10,62
7411,14,8,12,50
7412,14,8,12,50
7413,16,7,11,55
7414,21,7,6,70
7415,15,10,9,55
7416,16,10,8,58
7417,13,8,13,47
7418,18,11,5,65
7419,12,6,16,42
7420,15,6,13,51
7421,16,12,6,60
7422,16,10,8,58
7423,9,10,15,37
7424,11,10,13,43
7425,13,10,11,49
7426,14,7,13,49
7427,15,7,12,52
7428,18,5,11,59
7429,19,6,9,63
7430,14,8,12,50
7431,11,2,21,35
7432,17,8,9,59
7433,15,6,13,51
7434,18,8,8,62
7435,13,10,11,49
7436,15,9,10,54
7437,15,10,9,55
7438,17,8,9,59
7439,16,6,12,54
7440,20,3,11,63
7441,20,4,10,64
7442,13,8,13,47
7443,13,13,8,52
7444,13,9,12,48
7445,20,9,5,69
7446,13,8,13,47
7447,10,10,14,40
7448,13,12,9,51
7449,14,5,15,47
7450,15,10,9,55
7451,22,4,8,70
7452,18,7,9,61
7453,15,10,9,55
7454,17,2,15,53
7455,16,7,11,55
7456,13,8,13,47
7457,17,6,11,57
7458,12,11,11,47
7459,17,9,8,60
7460,14,6,14,48
7461,18,9,7,63
7462,18,8,8,62
7463,16,8,10,56
7464,14,4,16,46
7465,17,4,13,55
7466,14,7,13,49
7467,19,5,10,62
7468,16,6,12,54
7469,17,6,11,57
7470,13,8,13,47
7471,20,4,10,64
7472,18,6,10,60
7473,19,5,10,62
7474,20,4,10,64
7475,15,13,6,58
7476,16,10,8,58
7477,18,7,9,61
7478,15,8,11,53
7479,18,6,10,60
7480,20,5,9,65
7481,16,6,12,54
7482,11,7,16,40
7483,16,11,7,59
7484,18,9,7,63
7485,16,6,12,54
7486,15,6,13,51
7487,17,9,8,60
7488,14,10,10,52
7489,8,7,19,31
7490,20,5,9,65
7491,14,8,12,50
7492,16,9,9,57
7493,18,7,9,61
7494,18,7,9,61
7495,19,5,10,62
7496,14,9,11,51
7497,19,8,7,65
7498,16,5,13,53
7499,20,4,10,64
7500,18,9,7,63
7501,15,8,11,53
7502,19,6,9,63
7503,13,5,16,44
7504,12,9,13,45
7505,18,8,8,62
7506,15,8,11,53
7507,23,5,6,74
7508,18,4,12,58
7509,15,5,14,50
7510,17,7,10,58
7511,18,7,9,61
7512,18,7,9,61
7513,17,9,8,60
7514,17,7,10,58
7515,22,7,5,73
7516,15,8,11,53
7517,18,7,9,61
7518,15,9,10,54
7519,13,6,15,45
7520,18,2,14,56
7521,18,8,8,62
7522,15,6,13,51
7523,16,7,11,55
7524,14,7,13,49
7525,15,6,13,51
7526,15,9,10,54
7527,18,8,8,62
7528,19,6,9,63
7529,22,7,5,73
7530,16,8,10,56
7531,17,9,8,60
7532,15,6,13,51
7533,15,5,14,50
7534,14,6,14,48
7535,18,7,9,61
7536,15,15,4,60
7537,17,7,10,58
7538,12,11,11,47
7539,14,8,12,50
7540,16,4,14,52
7541,15,8,11,53
7542,20,9,5,69
7543,20,5,9,65
7544,21,6,7,69
7545,16,7,11,55
7546,19,2,13,59
7547,19,6,9,63
7548,20,3,11,63
7549,18,2,14,56
7550,13,9,12,48
7551,18,5,11,59
7552,20,3,11,63
7553,14,5,15,47
7554,17,8,9,59
7555,17,5,12,56
7556,13,9,12,48
7557,15,6,13,51
7558,16,8,10,56
7559,23,7,4,76
7560,16,9,9,57
7561,14,9,11,51
7562,20,4,10,64
7563,17,6,11,57
7564,13,12,9,51
7565,17,5,12,56
7566,16,7,11,55
7567,14,6,14,48
7568,17,6,11,57
7569,13,10,11,49
7570,11,9,14,42
7571,11,7,16,40
7572,14,5,15,47
7573,21,6,7,69
7574,16,10,8,58
7575,15,7,12,52
7576,16,10,8,58
7577,21,4,9,67
7578,15,5,14,50
7579,16,7,11,55
7580,13,4,17,43
7581,16,8,10,56
7582,11,7,16,40
7583,13,8,13,47
7584,22,8,4,74
7585,15,10,9,55
7586,18,2,14,56
7587,16,7,11,55
7588,16,10,8,58
7589,16,7,11,55
7590,13,11,10,50
7591,14,5,15,47
7592,18,9,7,63
7593,18,8,8,62
7594,16,9,9,57
7595,14,9,11,51
7596,16,7,11,55
7597,16,8,10,56
7598,21,6,7,69
7599,18,3,13,57
7600,18,4,12,58
7601,18,6,10,60
7602,11,12,11,45
7603,13,7,14,46
7604,21,7,6,70
7605,17,9,8,60
7606,18,6,10,60
7607,19,3,12,60
7608,16,9,9,57
7609,17,10,7,61
7610,14,10,10,52
7611,16,8,10,56
7612,15,4,15,49
7613,12,9,13,45
7614,15,8,11,53
7615,22,5,7,71
7616,10,6,18,36
7617,17,7,10,58
7618,14,10,10,52
7619,16,6,12,54
7620,17,6,11,57
7621,17,8,9,59
7622,13,8,13,47
7623,20,5,9,65
7624,15,8,11,53
7625,20,3,11,63
7626,18,8,8,62
7627,17,6,11,57
7628,17,9,8,60
7629,21,8,5,71
7630,16,5,13,53
7631,19,3,12,60
7632,21,4,9,67
7633,16,8,10,56
7634,17,7,10,58
7635,17,5,12,56
7636,15,6,13,51
7637,18,8,8,62
7638,16,10,8,58
7639,16,5,13,53
7640,24,7,3,79
7641,14,10,10,52
7642,14,7,13,49
7643,19,9,6,66
7644,13,7,14,46
7645,11,10,13,43
7646,14,10,10,52
7647,17,9,8,60
7648,13,8,13,47
7649,13,7,14,46
7650,16,5,13,53
7651,19,7,8,64
7652,14,11,9,53
7653,15,9,10,54
7654,19,7,8,64
7655,13,12,9,51
7656,19,7,8,64
7657,13,9,12,48
7658,13,9,12,48
7659,18,5,11,59
7660,15,7,12,52
7661,14,9,11,51
7662,17,5,12,56
7663,14,6,14,48
7664,15,10,9,55
7665,12,8,14,44
7666,17,7,10,58
7667,14,10,10,52
7668,9,8,17,35
7669,21,5,8,68
7670,15,6,13,51
7671,12,6,16,42
7672,18,6,10,60
7673,18,10,6,64
7674,15,7,12,52
7675,14,7,13,49
7676,17,6,11,57
7677,15,6,13,51
7678,15,8,11,53
7679,14,11,9,53
7680,14,4,16,46
7681,17,6,11,57
7682,15,9,10,54
7683,14,13,7,55
7684,19,4,11,61
7685,16,10,8,58
7686,16,10,8,58
7687,16,5,13,53
7688,16,8,10,56
7689,19,4,11,61
7690,21,4,9,67
7691,17,2,15,53
7692,12,10,12,46
7693,12,10,12,46
7694,15,10,9,55
7695,16,8,10,56
7696,19,6,9,63
7697,15,11,8,56
7698,17,8,9,59
7699,21,5,8,68
7700,14,9,11,51
7701,18,7,9,61
7702,15,11,8,56
7703,18,7,9,61
7704,20,5,9,65
7705,13,9,12,48
7706,15,8,11,53
7707,18,5,11,59
7708,19,5,10,62
7709,19,5,10,62
7710,16,8,10,56
7711,18,5,11,59
7712,17,5,12,56
7713,12,9,13,45
